,AGE,GENDER,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,PERSONAL_INCOME,AGREEMENT_RK,TARGET,LOAN_NUM_TOTAL_x,LOAN_NUM_TOTAL_y,LOAN_NUM_CLOSED
7141,58,1,3,0,1,1,8800.0,61290947.0,0.0,1.0,1.0,1.0
7142,29,1,1,1,1,0,10000.0,67083954.0,1.0,3.0,3.0,3.0
7143,49,0,0,0,1,0,9000.0,72290076.0,0.0,1.0,1.0,1.0
7145,57,1,0,0,0,1,12000.0,75212398.0,0.0,1.0,1.0,1.0
7146,47,1,1,1,1,0,7000.0,74173352.0,0.0,2.0,2.0,2.0
7147,27,0,0,0,1,0,17000.0,72280711.0,0.0,1.0,1.0,1.0
7148,30,0,0,0,1,0,12000.0,61078929.0,0.0,1.0,1.0,1.0
7149,28,1,1,1,1,0,11600.0,61255830.0,0.0,1.0,1.0,1.0
7150,31,1,1,1,1,0,7000.0,66422803.0,0.0,3.0,3.0,3.0
7151,52,1,0,0,1,0,15000.0,74984072.0,0.0,1.0,1.0,1.0
7152,42,1,0,2,1,0,5500.0,72281163.0,0.0,1.0,1.0,1.0
7153,21,0,0,0,1,0,12000.0,64374643.0,0.0,1.0,1.0,1.0
7154,59,1,0,0,1,0,18000.0,61067719.0,0.0,1.0,1.0,1.0
7155,34,1,2,0,1,0,13000.0,63909644.0,0.0,1.0,1.0,1.0
7156,26,1,1,1,1,0,11000.0,65421773.0,0.0,2.0,2.0,2.0
7157,59,1,0,0,0,1,6500.0,74179722.0,0.0,1.0,1.0,1.0
7158,34,1,1,1,1,0,15000.0,66742556.0,0.0,2.0,2.0,2.0
7159,23,1,1,1,1,0,5300.0,74020618.0,0.0,1.0,1.0,1.0
7160,38,0,1,1,1,0,17000.0,75000215.0,0.0,1.0,1.0,1.0
7161,41,1,2,1,1,0,35000.0,63006842.0,1.0,1.0,1.0,1.0
7162,42,0,3,2,1,0,15000.0,66532848.0,0.0,2.0,2.0,2.0
7163,52,1,2,0,1,0,9000.0,66759558.0,0.0,3.0,3.0,3.0
7164,50,0,0,0,1,0,31000.0,61308575.0,0.0,1.0,1.0,1.0
7165,55,1,3,0,1,0,25000.0,64590960.0,0.0,2.0,2.0,2.0
7166,32,1,1,0,1,0,7000.0,74010754.0,0.0,1.0,1.0,1.0
7167,33,1,1,1,1,0,22000.0,62481217.0,1.0,1.0,1.0,1.0
7168,56,0,0,0,1,0,40000.0,62181678.0,0.0,1.0,1.0,1.0
7169,23,0,0,0,1,0,20000.0,64468766.0,1.0,1.0,1.0,1.0
7170,37,1,2,2,1,0,12000.0,74459786.0,0.0,2.0,2.0,2.0
7171,36,1,2,2,1,0,10000.0,62941399.0,1.0,1.0,1.0,1.0
7172,40,1,1,1,1,0,9300.0,72274737.0,0.0,2.0,2.0,2.0
7173,24,1,1,1,1,0,6000.0,74030009.0,0.0,1.0,1.0,1.0
7174,53,0,0,0,0,1,5400.0,61119841.0,0.0,1.0,1.0,1.0
7175,52,1,0,0,0,1,10000.0,61529878.0,0.0,1.0,1.0,1.0
7176,53,1,2,0,0,1,8000.0,72274367.0,0.0,1.0,1.0,1.0
7177,37,0,0,0,1,0,15000.0,60385514.0,0.0,1.0,1.0,1.0
7178,42,1,1,1,1,0,9500.0,61958513.0,0.0,1.0,1.0,1.0
7179,49,0,2,1,1,0,30000.0,67216082.0,1.0,1.0,1.0,1.0
7180,23,1,1,1,1,0,7000.0,74557428.0,0.0,1.0,1.0,1.0
7181,57,1,0,0,0,1,7000.0,61962008.0,1.0,1.0,1.0,1.0
7182,27,0,2,2,1,0,14300.0,67338027.0,0.0,2.0,2.0,2.0
7183,55,1,0,0,1,0,10000.0,67026678.0,0.0,3.0,3.0,3.0
7184,62,1,2,0,1,1,7000.0,60089924.0,0.0,1.0,1.0,1.0
7185,22,1,0,0,1,0,8000.0,75202393.0,1.0,1.0,1.0,1.0
7186,49,1,2,1,1,0,8000.0,61107992.0,0.0,1.0,1.0,1.0
7187,24,0,1,1,1,0,30000.0,63097424.0,0.0,1.0,1.0,1.0
7188,24,1,0,0,1,0,7000.0,62029713.0,0.0,1.0,1.0,1.0
7189,58,0,0,0,1,0,5000.0,62072383.0,0.0,1.0,1.0,1.0
7190,39,1,1,1,1,0,17000.0,62078577.0,1.0,1.0,1.0,1.0
7191,37,1,1,0,1,0,21000.0,65224503.0,0.0,1.0,1.0,1.0
7192,51,1,1,0,1,0,8000.0,62137644.0,0.0,1.0,1.0,1.0
7194,41,1,2,1,1,0,13000.0,74642689.0,0.0,6.0,6.0,6.0
7195,40,1,2,2,1,0,15000.0,61294211.0,0.0,1.0,1.0,1.0
7196,28,0,0,0,1,0,20000.0,59960871.0,0.0,1.0,1.0,1.0
7198,57,1,0,0,0,1,6000.0,61138314.0,0.0,1.0,1.0,1.0
7199,26,1,0,0,0,1,8000.0,67435336.0,0.0,1.0,1.0,1.0
7200,43,1,3,1,1,0,5000.0,74037299.0,0.0,1.0,1.0,1.0
7201,40,0,2,2,1,0,23000.0,62263585.0,0.0,3.0,3.0,3.0
7202,32,0,1,1,1,0,30000.0,60110196.0,0.0,1.0,1.0,1.0
7203,43,1,1,1,1,0,10000.0,74244414.0,0.0,5.0,5.0,5.0
7204,47,0,0,0,1,0,12500.0,66749576.0,0.0,3.0,3.0,3.0
7205,24,1,2,2,1,0,6000.0,66085347.0,1.0,1.0,1.0,1.0
7206,50,0,2,1,1,0,9000.0,63589722.0,0.0,1.0,1.0,1.0
7207,38,1,1,1,1,0,12000.0,67026577.0,0.0,4.0,4.0,4.0
7208,48,0,2,0,1,0,16000.0,67029031.0,0.0,2.0,2.0,2.0
7209,36,1,2,2,1,0,10000.0,74995993.0,0.0,5.0,5.0,5.0
7210,25,1,0,0,1,0,12000.0,75289804.0,0.0,1.0,1.0,1.0
7211,27,0,1,1,1,0,15000.0,61109419.0,0.0,1.0,1.0,1.0
7212,42,1,1,0,1,0,6000.0,74246251.0,0.0,3.0,3.0,3.0
7213,64,1,3,0,1,1,9000.0,66580650.0,0.0,2.0,2.0,2.0
7215,37,1,2,2,1,0,12000.0,62029425.0,0.0,1.0,1.0,1.0
7216,50,1,0,0,1,0,10000.0,65494550.0,0.0,1.0,1.0,1.0
7217,34,1,1,1,1,0,7000.0,66417554.0,0.0,3.0,3.0,3.0
7218,26,1,1,1,1,0,16000.0,66077379.0,0.0,1.0,1.0,1.0
7219,32,1,0,0,1,0,12000.0,74661496.0,0.0,3.0,3.0,3.0
7220,40,1,0,0,1,0,7000.0,63984626.0,0.0,1.0,1.0,1.0
7221,37,1,1,1,1,0,5000.0,61848802.0,0.0,1.0,1.0,1.0
7222,25,1,1,1,1,0,8500.0,74658988.0,1.0,2.0,2.0,2.0
7223,38,0,2,1,1,0,20000.0,67444047.0,0.0,1.0,1.0,1.0
7224,52,1,1,0,1,0,15000.0,63625400.0,0.0,1.0,1.0,1.0
7225,33,1,2,2,1,0,5000.0,61294521.0,0.0,1.0,1.0,1.0
7226,28,1,1,1,1,0,9000.0,66908447.0,0.0,2.0,2.0,2.0
7227,24,1,0,0,1,0,14000.0,66188592.0,0.0,1.0,1.0,1.0
7228,36,1,0,0,1,0,7000.0,74187213.0,0.0,2.0,2.0,2.0
7229,24,0,0,0,1,0,22000.0,65202488.0,0.0,1.0,1.0,1.0
7230,35,1,2,2,1,0,9000.0,66330964.0,0.0,3.0,3.0,3.0
7231,24,1,0,0,1,0,10000.0,65502020.0,0.0,1.0,1.0,1.0
7232,60,0,0,0,0,1,7200.0,62590256.0,0.0,1.0,1.0,1.0
7233,22,1,0,0,1,0,10000.0,66085430.0,0.0,1.0,1.0,1.0
7234,50,1,0,0,0,1,14000.0,74836265.0,0.0,1.0,1.0,1.0
7236,60,1,4,0,1,0,12000.0,61916455.0,0.0,1.0,1.0,1.0
7237,29,0,2,2,1,1,7500.0,66856693.0,0.0,2.0,2.0,2.0
7239,55,1,2,0,1,0,7000.0,61446436.0,1.0,2.0,2.0,2.0
7240,61,1,0,0,1,1,11000.0,62995260.0,0.0,1.0,1.0,1.0
7241,62,1,0,0,0,1,8000.0,61936525.0,0.0,2.0,2.0,2.0
7242,51,1,2,1,1,0,16000.0,61057081.0,0.0,1.0,1.0,1.0
7243,32,1,1,0,1,0,6000.0,61917058.0,1.0,1.0,1.0,1.0
7244,54,1,1,1,1,0,12600.0,65499832.0,0.0,1.0,1.0,1.0
7245,51,1,2,0,1,0,14000.0,67337160.0,1.0,2.0,2.0,2.0
7247,38,1,1,1,1,0,15000.0,66532507.0,0.0,2.0,2.0,2.0
7248,52,1,0,0,1,1,23000.0,60057535.0,0.0,1.0,1.0,1.0
7249,56,0,1,1,1,0,15000.0,75273967.0,0.0,1.0,1.0,1.0
7250,49,1,1,0,0,1,6000.0,66409304.0,0.0,2.0,2.0,2.0
7251,29,0,2,2,1,0,27000.0,61940710.0,0.0,1.0,1.0,1.0
7252,63,1,0,0,0,1,6000.0,61104911.0,0.0,1.0,1.0,1.0
7253,38,0,3,3,1,0,22000.0,64600782.0,0.0,2.0,2.0,2.0
7254,26,1,1,1,1,0,12000.0,63990800.0,0.0,2.0,2.0,2.0
7255,47,1,0,0,1,0,15000.0,61058379.0,0.0,1.0,1.0,1.0
7256,37,0,1,1,1,0,7500.0,67212666.0,0.0,2.0,2.0,2.0
7257,44,0,1,1,1,0,25000.0,64998327.0,0.0,1.0,1.0,1.0
7258,54,0,2,2,1,0,33000.0,63099557.0,0.0,1.0,1.0,1.0
7259,44,1,0,0,1,0,13000.0,62082912.0,1.0,1.0,1.0,1.0
7260,35,0,1,1,1,0,25000.0,67175378.0,0.0,1.0,1.0,1.0
7261,38,0,0,0,1,0,15000.0,75206549.0,1.0,1.0,1.0,1.0
7263,32,1,1,1,1,0,10500.0,59927451.0,0.0,1.0,1.0,1.0
7264,50,1,2,0,1,0,10000.0,75007171.0,0.0,3.0,3.0,3.0
7265,43,0,2,2,1,0,35000.0,60095258.0,1.0,1.0,1.0,1.0
7266,31,0,2,2,1,0,17000.0,67315786.0,1.0,1.0,1.0,1.0
7267,45,0,3,3,1,0,50000.0,74835485.0,1.0,1.0,1.0,1.0
7269,23,0,0,0,1,0,10000.0,67009911.0,0.0,3.0,3.0,3.0
7270,51,1,0,0,1,0,10000.0,66531091.0,0.0,2.0,2.0,2.0
7271,57,1,0,0,1,0,12000.0,59928861.0,0.0,1.0,1.0,1.0
7272,50,0,0,0,1,0,15000.0,65380899.0,1.0,3.0,3.0,3.0
7273,23,0,1,1,1,0,13000.0,61116602.0,0.0,2.0,2.0,2.0
7274,53,1,2,2,0,1,10700.0,67433478.0,0.0,1.0,1.0,1.0
7275,47,0,0,0,1,0,39000.0,62382070.0,1.0,1.0,1.0,1.0
7276,41,1,1,1,1,0,12000.0,66431028.0,1.0,3.0,3.0,3.0
7277,26,1,1,1,1,0,7000.0,66196277.0,0.0,1.0,1.0,1.0
7278,44,1,3,2,1,0,8000.0,67317441.0,0.0,1.0,1.0,1.0
7279,45,0,2,1,1,0,8000.0,66764503.0,0.0,2.0,2.0,2.0
7280,39,1,1,1,1,0,7000.0,74166339.0,0.0,1.0,1.0,1.0
7281,36,1,1,1,1,0,10000.0,73832983.0,0.0,1.0,1.0,1.0
7283,32,1,1,1,1,0,15000.0,61383908.0,0.0,1.0,1.0,1.0
7284,43,1,0,0,1,0,8000.0,65205730.0,1.0,1.0,1.0,1.0
7285,48,1,0,0,1,0,6000.0,61844944.0,0.0,1.0,1.0,1.0
7286,39,0,1,0,1,0,8000.0,62017202.0,0.0,1.0,1.0,1.0
7287,35,1,2,2,1,0,7600.0,62169555.0,0.0,1.0,1.0,1.0
7288,31,0,2,2,1,0,15000.0,64563704.0,1.0,1.0,1.0,1.0
7289,39,0,1,1,1,0,25000.0,66831709.0,0.0,5.0,5.0,5.0
7290,61,1,0,0,0,1,6000.0,61082644.0,0.0,1.0,1.0,1.0
7291,56,0,1,0,1,0,12000.0,67321661.0,0.0,1.0,1.0,1.0
7292,26,1,0,0,1,0,9000.0,66200289.0,0.0,1.0,1.0,1.0
7293,52,1,0,0,1,0,6800.0,75277391.0,0.0,1.0,1.0,1.0
7294,52,0,0,0,1,0,25000.0,61428875.0,0.0,2.0,2.0,2.0
7295,47,1,1,0,1,0,20000.0,62611934.0,0.0,1.0,1.0,1.0
7296,27,1,1,1,1,0,8500.0,64830624.0,1.0,1.0,1.0,1.0
7297,35,1,2,2,1,0,20000.0,60060907.0,0.0,1.0,1.0,1.0
7298,26,0,0,0,1,0,8000.0,74470071.0,1.0,2.0,2.0,2.0
7299,43,1,1,1,1,0,17000.0,67415105.0,0.0,2.0,2.0,2.0
7300,22,1,0,0,1,0,9000.0,65414483.0,0.0,1.0,1.0,1.0
7301,56,0,0,0,1,0,19000.0,60378732.0,0.0,1.0,1.0,1.0
7302,32,1,1,1,1,0,12000.0,67164125.0,0.0,1.0,1.0,1.0
7303,41,0,1,1,1,0,12000.0,74546361.0,0.0,1.0,1.0,1.0
7305,42,1,2,2,1,0,5000.0,62173432.0,0.0,1.0,1.0,1.0
7306,29,1,2,2,1,0,10000.0,74465377.0,0.0,2.0,2.0,2.0
7307,42,1,2,2,1,0,7500.0,61955989.0,0.0,1.0,1.0,1.0
7308,50,1,1,1,1,0,9000.0,72302401.0,0.0,1.0,1.0,1.0
7309,49,1,2,0,1,0,30000.0,61920036.0,1.0,1.0,1.0,1.0
7310,49,0,2,1,1,0,8000.0,66919745.0,1.0,1.0,1.0,1.0
7311,30,1,0,0,1,0,14000.0,62501664.0,0.0,1.0,1.0,1.0
7312,50,1,2,0,1,0,13000.0,67421755.0,0.0,2.0,2.0,2.0
7313,35,1,1,1,1,0,8000.0,75287811.0,0.0,2.0,2.0,2.0
7314,26,1,1,1,1,0,6000.0,66086286.0,0.0,1.0,1.0,1.0
7315,28,0,1,1,1,0,10000.0,75289030.0,0.0,2.0,2.0,2.0
7316,30,1,1,1,1,0,11000.0,60384613.0,0.0,1.0,1.0,1.0
7317,62,1,2,0,0,1,8500.0,74488119.0,0.0,2.0,2.0,2.0
7318,27,0,0,0,1,0,10500.0,61917427.0,0.0,2.0,2.0,2.0
7319,46,0,2,2,1,0,10000.0,61933946.0,0.0,2.0,2.0,2.0
7321,21,1,0,0,1,0,10000.0,66768278.0,1.0,1.0,1.0,1.0
7322,35,0,0,0,1,0,20646.16,66701595.0,0.0,2.0,2.0,2.0
7324,50,0,2,0,0,1,11000.0,67088529.0,0.0,3.0,3.0,3.0
7326,39,1,1,0,1,0,10000.0,62606463.0,0.0,1.0,1.0,1.0
7328,25,0,1,1,0,1,8900.0,74489045.0,0.0,2.0,2.0,2.0
7329,27,1,0,0,1,0,12000.0,66778697.0,0.0,2.0,2.0,2.0
7330,53,0,2,0,1,0,8000.0,60092462.0,0.0,1.0,1.0,1.0
7331,46,1,2,0,1,1,8000.0,66772992.0,0.0,2.0,2.0,2.0
7332,39,1,2,2,1,0,30000.0,61962486.0,0.0,1.0,1.0,1.0
7333,36,0,2,0,1,0,5000.0,63900958.0,0.0,1.0,1.0,1.0
7334,49,1,1,0,1,0,8000.0,64597796.0,0.0,2.0,2.0,2.0
7335,45,1,2,0,1,0,10000.0,67218167.0,0.0,3.0,3.0,3.0
7336,49,1,1,0,1,0,10000.0,73816834.0,1.0,3.0,3.0,3.0
7337,40,1,2,0,1,0,15000.0,62487947.0,0.0,1.0,1.0,1.0
7338,52,0,3,1,1,0,6000.0,66753202.0,0.0,2.0,2.0,2.0
7339,61,1,3,0,0,1,7000.0,72269472.0,0.0,1.0,1.0,1.0
7340,47,0,2,0,1,0,15000.0,74466862.0,0.0,1.0,1.0,1.0
7341,27,1,0,0,1,0,15000.0,62987550.0,0.0,1.0,1.0,1.0
7342,49,1,0,0,1,0,20000.0,67080703.0,0.0,2.0,2.0,2.0
7343,48,1,0,0,1,0,16800.0,61922798.0,0.0,2.0,2.0,2.0
7344,46,1,2,1,1,0,15000.0,67223825.0,1.0,2.0,2.0,2.0
7345,38,0,2,2,1,0,27000.0,63594354.0,0.0,1.0,1.0,1.0
7346,33,1,2,2,1,0,8000.0,74659462.0,0.0,2.0,2.0,2.0
7347,31,0,1,1,1,0,15000.0,74984382.0,0.0,2.0,2.0,2.0
7348,40,1,1,1,1,0,6000.0,74037164.0,0.0,1.0,1.0,1.0
7349,50,0,2,0,1,0,25000.0,64892334.0,0.0,1.0,1.0,1.0
7350,40,1,2,0,1,0,13000.0,60058069.0,0.0,1.0,1.0,1.0
7351,29,0,2,2,1,0,20000.0,74465646.0,1.0,3.0,3.0,3.0
7352,60,0,2,0,1,1,20000.0,62608796.0,0.0,1.0,1.0,1.0
7354,27,1,2,2,1,0,7000.0,64551257.0,0.0,2.0,2.0,2.0
7355,37,1,3,3,1,0,30000.0,61249711.0,1.0,1.0,1.0,1.0
7356,34,1,1,1,1,0,20000.0,61457282.0,0.0,1.0,1.0,1.0
7357,59,1,3,0,1,1,7000.0,66701044.0,0.0,3.0,3.0,3.0
7358,23,1,0,0,1,0,20000.0,67423676.0,1.0,2.0,2.0,2.0
7359,55,1,0,0,1,0,9000.0,66897862.0,0.0,1.0,1.0,1.0
7360,24,0,0,0,1,0,15000.0,62490650.0,0.0,1.0,1.0,1.0
7361,30,1,1,0,1,0,35000.0,61118003.0,1.0,1.0,1.0,1.0
7362,37,1,2,2,1,0,9800.0,59936794.0,0.0,1.0,1.0,1.0
7363,48,1,1,0,1,0,16000.0,62366446.0,0.0,1.0,1.0,1.0
7364,57,1,0,0,1,0,14500.0,60110346.0,0.0,1.0,1.0,1.0
7365,22,1,0,0,1,0,7000.0,74035916.0,0.0,1.0,1.0,1.0
7366,45,1,2,0,1,0,6000.0,63328653.0,0.0,1.0,1.0,1.0
7367,28,0,2,2,1,0,20000.0,63918484.0,0.0,1.0,1.0,1.0
7369,33,1,1,1,0,1,3500.0,61112942.0,0.0,1.0,1.0,1.0
7371,24,1,1,1,1,0,12000.0,74959022.0,0.0,2.0,2.0,2.0
7372,38,1,1,1,1,0,12000.0,63632742.0,0.0,1.0,1.0,1.0
7373,61,1,2,0,0,1,7000.0,62177006.0,0.0,1.0,1.0,1.0
7374,65,1,0,0,1,1,11000.0,73829630.0,0.0,1.0,1.0,1.0
7375,26,1,1,1,1,0,10000.0,66190722.0,0.0,1.0,1.0,1.0
7376,31,1,1,1,1,0,28000.0,67168798.0,0.0,2.0,2.0,2.0
7377,46,1,0,0,1,0,8500.0,66706343.0,0.0,6.0,6.0,6.0
7378,26,1,1,1,1,0,10000.0,66192400.0,0.0,1.0,1.0,1.0
7379,34,1,1,1,1,0,18000.0,59930219.0,0.0,2.0,2.0,2.0
7380,39,1,1,0,1,0,5000.0,74192767.0,0.0,1.0,1.0,1.0
7381,40,0,1,1,1,0,18000.0,66899575.0,0.0,5.0,5.0,5.0
7382,45,1,0,0,1,0,8500.0,60386212.0,0.0,1.0,1.0,1.0
7383,34,1,2,2,1,0,15000.0,75270828.0,1.0,1.0,1.0,1.0
7384,54,1,2,1,1,0,14000.0,62610179.0,0.0,1.0,1.0,1.0
7385,28,1,0,0,1,0,10000.0,61522722.0,0.0,1.0,1.0,1.0
7386,57,1,0,0,0,1,5500.0,74033840.0,0.0,1.0,1.0,1.0
7387,38,0,2,2,1,0,15000.0,74840268.0,0.0,1.0,1.0,1.0
7388,48,1,1,1,1,0,6000.0,61442128.0,0.0,2.0,2.0,2.0
7389,53,1,0,0,1,1,75000.0,62431444.0,0.0,1.0,1.0,1.0
7390,38,1,1,1,1,0,15000.0,62802208.0,0.0,1.0,1.0,1.0
7391,38,1,2,2,1,0,8000.0,65218414.0,0.0,1.0,1.0,1.0
7392,23,1,0,0,1,0,6000.0,65479891.0,0.0,1.0,1.0,1.0
7393,27,1,0,0,1,0,15000.0,64277104.0,1.0,1.0,1.0,1.0
7394,58,0,0,0,0,1,7000.0,65209793.0,0.0,1.0,1.0,1.0
7395,38,1,1,1,1,0,13000.0,63320259.0,0.0,1.0,1.0,1.0
7396,48,0,0,0,1,0,7000.0,66533884.0,0.0,2.0,2.0,2.0
7397,61,1,0,0,0,1,4200.0,60450880.0,0.0,1.0,1.0,1.0
7398,26,0,0,0,1,0,18000.0,63912407.0,0.0,1.0,1.0,1.0
7399,34,1,2,2,1,0,10000.0,61927670.0,0.0,1.0,1.0,1.0
7400,25,0,0,0,1,0,25000.0,75280725.0,0.0,1.0,1.0,1.0
7401,53,1,0,0,1,0,7800.0,61922405.0,0.0,2.0,2.0,2.0
7402,38,1,1,1,1,0,12000.0,61412565.0,0.0,1.0,1.0,1.0
7403,31,1,0,0,1,0,8000.0,60461560.0,0.0,1.0,1.0,1.0
7404,35,0,0,0,1,0,5500.0,62630072.0,0.0,1.0,1.0,1.0
7405,48,0,0,0,1,0,15000.0,61034219.0,0.0,1.0,1.0,1.0
7406,33,1,2,2,1,0,7500.0,66895603.0,0.0,1.0,1.0,1.0
7407,57,0,0,0,1,1,30000.0,61375034.0,0.0,1.0,1.0,1.0
7408,50,1,3,0,1,0,20000.0,64466517.0,0.0,1.0,1.0,1.0
7409,27,0,0,0,1,0,11000.0,64003449.0,0.0,1.0,1.0,1.0
7410,46,0,1,0,1,0,19000.0,62386185.0,0.0,1.0,1.0,1.0
7411,51,1,2,0,1,0,15000.0,66840080.0,0.0,3.0,3.0,3.0
7412,34,0,2,2,1,0,11000.0,62081183.0,0.0,1.0,1.0,1.0
7413,36,1,1,1,1,0,4300.0,66190423.0,0.0,1.0,1.0,1.0
7414,42,1,0,0,1,0,10000.0,66699065.0,0.0,1.0,1.0,1.0
7415,26,0,1,1,1,0,13000.0,66781070.0,0.0,2.0,2.0,2.0
7416,57,1,0,0,0,1,6500.0,64002715.0,0.0,1.0,1.0,1.0
7417,46,0,2,2,1,0,15000.0,67164585.0,0.0,4.0,4.0,4.0
7418,40,1,4,4,1,0,10000.0,62172494.0,0.0,1.0,1.0,1.0
7419,23,1,1,0,1,0,12000.0,74543700.0,0.0,1.0,1.0,1.0
7420,24,0,1,1,1,0,20000.0,67411676.0,0.0,2.0,2.0,2.0
7421,41,1,2,2,1,0,35000.0,62609617.0,0.0,1.0,1.0,1.0
7422,59,1,1,0,0,1,6600.0,61302580.0,0.0,1.0,1.0,1.0
7423,65,1,0,0,1,0,9000.0,61369332.0,0.0,1.0,1.0,1.0
7424,46,1,2,0,1,0,5000.0,61516240.0,0.0,1.0,1.0,1.0
7425,50,0,2,2,1,1,35000.0,65250084.0,0.0,2.0,2.0,2.0
7426,26,1,0,0,1,0,15000.0,74821990.0,0.0,1.0,1.0,1.0
7428,41,1,0,0,1,0,7000.0,74546328.0,0.0,3.0,3.0,3.0
7429,28,1,0,0,1,0,15000.0,67213196.0,1.0,2.0,2.0,2.0
7430,35,0,2,2,1,0,14000.0,60047117.0,0.0,1.0,1.0,1.0
7431,26,0,1,1,1,0,34000.0,62085161.0,0.0,1.0,1.0,1.0
7432,30,1,1,1,1,0,7000.0,62387765.0,0.0,1.0,1.0,1.0
7433,48,1,0,0,1,0,8000.0,62137838.0,0.0,1.0,1.0,1.0
7434,27,1,1,1,1,0,12000.0,67221396.0,0.0,2.0,2.0,2.0
7435,61,0,0,0,0,1,7500.0,67428010.0,1.0,2.0,2.0,2.0
7436,56,1,2,2,1,0,10000.0,62255357.0,0.0,2.0,2.0,2.0
7437,28,1,1,1,1,0,8000.0,66322644.0,0.0,2.0,2.0,2.0
7438,37,1,1,1,1,0,10100.0,64281994.0,0.0,1.0,1.0,1.0
7439,39,0,1,1,1,0,17000.0,64846691.0,0.0,1.0,1.0,1.0
7440,42,1,1,1,1,0,12000.0,63600403.0,0.0,1.0,1.0,1.0
7441,34,0,1,1,1,0,8000.0,67212193.0,0.0,1.0,1.0,1.0
7442,24,1,1,1,1,0,15000.0,66076774.0,0.0,2.0,2.0,2.0
7443,27,1,1,1,1,0,7500.0,64473277.0,0.0,1.0,1.0,1.0
7444,43,0,2,2,1,0,17000.0,72297910.0,0.0,1.0,1.0,1.0
7445,26,0,0,0,1,0,7000.0,66525665.0,0.0,2.0,2.0,2.0
7446,40,0,2,2,1,0,20000.0,60107930.0,1.0,1.0,1.0,1.0
7447,46,1,2,0,1,0,15000.0,60189669.0,0.0,1.0,1.0,1.0
7448,34,1,1,1,1,0,5000.0,60458696.0,0.0,1.0,1.0,1.0
7449,52,1,0,0,0,1,8000.0,62601600.0,1.0,1.0,1.0,1.0
7450,21,1,0,0,1,0,35000.0,75069712.0,0.0,1.0,1.0,1.0
7451,40,1,2,1,1,0,8000.0,74664628.0,0.0,1.0,1.0,1.0
7452,35,1,1,1,1,0,23000.0,64563866.0,0.0,1.0,1.0,1.0
7453,58,1,2,0,0,1,7000.0,61416400.0,0.0,1.0,1.0,1.0
7455,28,1,1,1,1,0,20000.0,62797192.0,0.0,1.0,1.0,1.0
7456,39,1,1,1,1,0,6000.0,66403829.0,0.0,2.0,2.0,2.0
7457,30,0,1,1,1,0,9000.0,63995417.0,0.0,1.0,1.0,1.0
7458,45,1,2,0,1,0,25000.0,74823686.0,0.0,1.0,1.0,1.0
7459,57,1,0,0,1,0,15000.0,67083535.0,0.0,3.0,3.0,3.0
7460,34,0,1,1,1,0,15000.0,73828134.0,0.0,1.0,1.0,1.0
7461,34,0,0,0,1,0,10000.0,67176425.0,0.0,4.0,4.0,4.0
7464,29,0,1,1,1,0,7000.0,61064119.0,1.0,1.0,1.0,1.0
7465,27,1,1,1,1,0,15000.0,61934764.0,0.0,1.0,1.0,1.0
7466,27,1,0,0,1,0,15000.0,63908194.0,0.0,1.0,1.0,1.0
7467,52,1,0,0,1,0,7000.0,74168116.0,0.0,4.0,4.0,4.0
7468,57,0,2,0,1,0,14000.0,62180456.0,1.0,1.0,1.0,1.0
7469,39,1,0,0,1,0,7000.0,61855746.0,0.0,1.0,1.0,1.0
7470,32,0,2,2,1,0,10000.0,74955947.0,0.0,2.0,2.0,2.0
7471,25,1,1,1,1,0,9200.0,74660422.0,0.0,2.0,2.0,2.0
7472,36,0,2,2,1,0,15000.0,74998137.0,0.0,2.0,2.0,2.0
7473,49,1,1,0,1,0,23000.0,61249146.0,0.0,1.0,1.0,1.0
7474,58,1,0,0,1,1,10000.0,61049635.0,0.0,1.0,1.0,1.0
7475,38,0,2,2,1,0,5000.0,65244504.0,0.0,1.0,1.0,1.0
7477,46,1,1,1,1,0,4300.0,66413044.0,0.0,2.0,2.0,2.0
7478,40,1,1,0,1,0,12000.0,67143698.0,0.0,1.0,1.0,1.0
7479,42,1,2,2,1,0,10000.0,65488628.0,0.0,1.0,1.0,1.0
7480,59,0,2,0,0,1,10000.0,72299325.0,0.0,1.0,1.0,1.0
7481,35,0,1,1,1,0,20000.0,61296542.0,1.0,1.0,1.0,1.0
7482,28,0,1,1,1,0,18000.0,64447346.0,0.0,1.0,1.0,1.0
7483,23,0,0,0,1,0,13000.0,61226541.0,0.0,1.0,1.0,1.0
7484,33,0,0,0,1,0,13000.0,62368363.0,0.0,1.0,1.0,1.0
7485,53,0,3,0,0,1,18000.0,67152619.0,0.0,3.0,3.0,3.0
7486,56,1,2,0,1,0,20000.0,64472971.0,0.0,1.0,1.0,1.0
7487,44,1,2,1,1,0,7500.0,67417612.0,0.0,3.0,3.0,3.0
7488,53,0,1,1,1,0,23000.0,61124560.0,0.0,1.0,1.0,1.0
7489,26,0,1,1,1,0,12000.0,62142182.0,0.0,1.0,1.0,1.0
7490,54,1,2,0,1,0,8000.0,62384290.0,1.0,1.0,1.0,1.0
7491,35,0,0,0,1,0,15000.0,60091182.0,1.0,1.0,1.0,1.0
7492,63,0,0,0,1,0,20000.0,63009162.0,0.0,1.0,1.0,1.0
7493,24,0,1,1,1,0,20000.0,62131200.0,0.0,1.0,1.0,1.0
